nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm0000261,Karen Allen,1951.0,,"actress,director,soundtrack","tt0077975,tt0367882,tt0088172,tt0082971"
nm0000262,Nancy Allen,1950.0,,"actress,soundtrack","tt0080661,tt0093870,tt0100502,tt0107978"
nm0000263,Kirstie Alley,1951.0,,"actress,producer,writer","tt0084726,tt0097778,tt0114852,tt0157503"
nm0000264,Pedro Almodóvar,1949.0,,"writer,director,soundtrack","tt1189073,tt0441909,tt0287467,tt0095675"
nm0000265,Robert Altman,1925.0,2006.0,"director,producer,writer","tt0280707,tt0105151,tt0108122,tt0066026"
nm0000266,Ursula Andress,1936.0,,actress,"tt0082186,tt0059710,tt0055928,tt0061452"
nm0000267,Julie Andrews,1935.0,,"actress,soundtrack,producer","tt0058331,tt0084865,tt0059742,tt0247638"
nm0000268,Ann-Margret,1941.0,,"actress,soundtrack","tt0060646,tt0066892,tt0107050,tt0056891"
nm0000269,Jean-Jacques Annaud,1943.0,,"director,producer,writer","tt0120102,tt0091605,tt0215750,tt2909116"
nm0000270,Gabrielle Anwar,1970.0,,"actress,producer,soundtrack","tt0105323,tt0108333,tt0114660,tt0810788"
nm0000271,Anne Archer,1947.0,,"actress,producer,soundtrack","tt0093010,tt0105112,tt0160009,tt0108122"
nm0000272,Fanny Ardant,1949.0,,"actress,director,writer","tt0127536,tt0283832,tt0086551,tt0401711"
nm0000273,Alan Arkin,1934.0,,"actor,soundtrack,director","tt0104348,tt0099487,tt0449059,tt1024648"
nm0000274,David Arquette,1971.0,,"producer,actor,director","tt0134084,tt0120082,tt0151738,tt0271367"
nm0000275,Rosanna Arquette,1959.0,,"actress,director,writer","tt0088680,tt0190138,tt0110912,tt0089017"
nm0000276,Sean Astin,1971.0,,"actor,producer,director","tt0089218,tt0120737,tt0167260,tt0167261"
nm0000277,Richard Attenborough,1923.0,2014.0,"actor,producer,director","tt0083987,tt0107290,tt0057115,tt0110527"
nm0000279,Hank Azaria,1964.0,,"actor,soundtrack,producer","tt0118617,tt0115685,tt0096697,tt1839481"
nm0000281,Scott Baio,1960.0,,"actor,director,producer","tt0070992,tt0270846,tt0367279,tt0281680"
nm0000284,Adam Baldwin,1962.0,,"actor,soundtrack","tt0093058,tt0379786,tt0187393,tt0116629"
nm0000285,Alec Baldwin,1958.0,,"actor,producer,soundtrack","tt1230414,tt0318374,tt0407887,tt0104348"
nm0000286,Stephen Baldwin,1966.0,,"actor,producer,director","tt0158622,tt0115683,tt0114814,tt0486583"
nm0000287,William Baldwin,1963.0,,"actor,producer,stunts","tt0101393,tt0108162,tt0113010,tt0367089"
nm0000288,Christian Bale,1974.0,,"actor,editorial_department,producer","tt1800241,tt0144084,tt0372784,tt0468569"
nm0000289,Ellen Barkin,1954.0,,"actress,producer","tt0116277,tt0108330,tt0157503,tt0098273"
nm0000290,John Barry,1933.0,2011.0,"music_department,soundtrack,composer","tt0093428,tt0081534,tt0089755,tt0099348"
nm0000291,Angela Bassett,1958.0,,"actress,producer,director","tt0114558,tt1825683,tt0118884,tt2302755"
nm0000293,Sean Bean,1959.0,,"actor,producer,animation_department","tt1181791,tt0167261,tt0944947,tt0120737"
nm0000294,Amanda Bearse,1958.0,,"actress,director,producer","tt0247121,tt0338067,tt0089175,tt0092400"
nm0000295,Kate Beckinsale,1973.0,,"actress,producer,soundtrack","tt0401855,tt0452702,tt0320691,tt0338526"
nm0000296,Robert Beltran,1953.0,,"actor,soundtrack","tt0112178,tt0101516,tt0087799,tt0113987"
nm0000297,Tom Berenger,1949.0,,"actor,producer,writer","tt1375666,tt0091763,tt0097815,tt0085244"
nm0000298,Candice Bergen,1946.0,,"actress,producer,soundtrack","tt0094514,tt0212346,tt0402711,tt0901476"
nm0000299,Michael Biehn,1956.0,,"actor,producer,director","tt0088247,tt0117500,tt1077258,tt0090605"
nm0000300,Juliette Binoche,1964.0,,"actress,art_department,miscellaneous","tt2452254,tt0116209,tt0241303,tt1219827"
nm0000301,Thora Birch,1982.0,,"actress,producer,soundtrack","tt0169547,tt0162346,tt0107120,tt0105112"
nm0000302,Jacqueline Bisset,1944.0,,"actress,producer","tt0088322,tt0062765,tt0061452,tt0071877"
nm0000303,Honor Blackman,1925.0,2020.0,"actress,soundtrack","tt0054518,tt0057197,tt0243155,tt0058150"
nm0000304,Linda Blair,1959.0,,"actress,soundtrack,producer","tt0079822,tt0070047,tt0088044,tt0082511"
nm0000305,Mel Blanc,1908.0,1989.0,"actor,soundtrack,music_department","tt0077278,tt0045708,tt0096438,tt0094939"
nm0000306,Brian Blessed,1936.0,,"actor,soundtrack,director","tt0080745,tt0120915,tt0107616,tt0120855"
nm0000307,Helena Bonham Carter,1966.0,,"actress,soundtrack,producer","tt0408236,tt1707386,tt1504320,tt0137523"
nm0000308,Ernest Borgnine,1917.0,2012.0,"actor,soundtrack,producer","tt0119177,tt0048356,tt0069113,tt0082340"
nm0000309,David Bowie,1947.0,2016.0,"soundtrack,actor,composer","tt0196229,tt0091369,tt0482571,tt0074851"
nm0000310,Bruce Boxleitner,1950.0,,"actor,soundtrack,producer","tt0105946,tt0084827,tt1104001,tt0871427"
nm0000312,Amy Brenneman,1964.0,,"actress,producer,writer","tt0116287,tt0209069,tt0866437,tt0113277"
nm0000313,Jeff Bridges,1949.0,,"actor,soundtrack,producer","tt1263670,tt0088172,tt2582782,tt0118715"
nm0000314,Charles Bronson,1921.0,2003.0,actor,"tt0057115,tt0071402,tt0054047,tt0064116"
nm0000316,Mel Brooks,1926.0,,"actor,writer,soundtrack","tt0395251,tt0094012,tt0082517,tt0071230"
nm0000317,Clancy Brown,1959.0,,"actor,soundtrack,producer","tt0111161,tt0120201,tt3501632,tt2279373"
nm0000318,Tim Burton,1958.0,,"producer,miscellaneous,director","tt1142977,tt0099487,tt0121164,tt0408236"
nm0000319,Yancy Butler,1970.0,,actress,"tt1250777,tt0274298,tt0107076,tt1650554"
nm0000320,Luis Buñuel,1900.0,1983.0,"writer,director,actor","tt0042804,tt0068361,tt0061395,tt0056732"
nm0000321,Gabriel Byrne,1950.0,,"actor,producer,writer","tt0100150,tt0146675,tt0114814,tt0145531"
nm0000322,Emmanuelle Béart,1963.0,,"actress,soundtrack","tt0189142,tt0117060,tt0113947,tt0283832"
nm0000323,Michael Caine,1933.0,,"actor,producer,soundtrack","tt0124315,tt0482571,tt0468569,tt0258068"
nm0000325,David Caruso,1956.0,,"actor,producer","tt0261983,tt0083944,tt0113552,tt0228750"
nm0000326,Kim Cattrall,1956.0,,"actress,producer,soundtrack","tt0159206,tt1261945,tt0090728,tt0102975"
nm0000327,Lacey Chabert,1982.0,,"actress,soundtrack,producer","tt0120738,tt0377092,tt0821640,tt0277371"
nm0000329,Jackie Chan,1954.0,,"actor,producer,stunts","tt0089374,tt0120812,tt0127357,tt0266915"
nm0000330,Stockard Channing,1944.0,,"actress,soundtrack,miscellaneous","tt0108149,tt0198021,tt0077631,tt0120791"
nm0000331,Chevy Chase,1943.0,,"actor,writer,soundtrack","tt0092086,tt0097958,tt0080487,tt0085995"
nm0000332,Don Cheadle,1964.0,,"actor,producer,soundtrack","tt0395169,tt1540133,tt0375679,tt0988047"
nm0000333,Cher,1946.0,,"soundtrack,actress,director","tt0100140,tt0089560,tt0093565,tt1126591"
nm0000334,Yun-Fat Chow,1955.0,,"actor,writer,soundtrack","tt0473444,tt0120008,tt0190332,tt1098327"
nm0000335,Glenn Close,1947.0,,"actress,soundtrack,producer",tt0093010
nm0000336,James Coburn,1928.0,2002.0,"actor,producer,director","tt0054047,tt0118564,tt0057115,tt0067140"
nm0000337,Rachael Leigh Cook,1979.0,,"actress,producer","tt0208988,tt0385700,tt0331811,tt0160862"
nm0000338,Francis Ford Coppola,1939.0,,"producer,director,writer","tt0078788,tt0071562,tt0068646,tt0071360"
nm0000339,Roger Corman,1926.0,,"producer,director,actor","tt0091419,tt0112384,tt0099612,tt0102926"
nm0000341,Michael Crichton,1942.0,2008.0,"writer,producer,director","tt0117998,tt0108757,tt0070909,tt0107290"
nm0000342,James Cromwell,1940.0,,"actor,producer,soundtrack","tt0117731,tt0119488,tt0120689,tt0144214"
nm0000343,David Cronenberg,1943.0,,"actor,director,writer","tt0094964,tt0091064,tt0120907,tt0115964"
nm0000344,Denise Crosby,1957.0,,"actress,producer","tt0104119,tt0097889,tt0120647,tt0098084"
nm0000345,Billy Crystal,1948.0,,"actor,writer,producer","tt0122933,tt0113097,tt0101587,tt0098635"
nm0000346,Macaulay Culkin,1980.0,,"actor,director,producer","tt0099785,tt0107034,tt0102492,tt0104431"
nm0000347,Tim Curry,1946.0,,"actor,soundtrack,producer","tt0112715,tt0088930,tt0099810,tt0073629"
nm0000348,Tony Curtis,1925.0,2010.0,"actor,soundtrack,producer","tt0051036,tt0053291,tt0054331,tt0066701"
nm0000349,Joan Cusack,1962.0,,"actress,soundtrack,writer","tt0119360,tt1659337,tt0096463,tt0119229"
nm0000350,Beverly D'Angelo,1951.0,,"actress,soundtrack,producer","tt0085995,tt0097958,tt0120434,tt0120586"
nm0000352,Vincent D'Onofrio,1959.0,,"actor,producer,soundtrack","tt0119654,tt0109707,tt0093058,tt0209958"
nm0000353,Willem Dafoe,1955.0,,"actor,soundtrack,producer","tt0870984,tt5649144,tt6938828,tt0145487"
nm0000354,Matt Damon,1970.0,,"producer,actor,soundtrack","tt0407887,tt0134119,tt3659388,tt0119217"
nm0000357,Lolita Davidovich,1961.0,,actress,"tt0092513,tt0096943,tt0114011,tt0329717"
nm0000358,Daniel Day-Lewis,1957.0,,"actor,music_department,soundtrack","tt0443272,tt0469494,tt5776858,tt0104691"
nm0000360,Rebecca De Mornay,1959.0,,"actress,soundtrack,producer","tt0086200,tt0089941,tt0104389,tt0396269"
nm0000361,Brian De Palma,1940.0,,"director,writer,producer","tt0080661,tt0280665,tt0086984,tt0094226"
nm0000362,Danny DeVito,1944.0,,"actor,producer,director","tt0094142,tt0117008,tt0103776,tt0098621"
nm0000363,Loren Dean,1969.0,,"actor,soundtrack","tt0120660,tt0186566,tt0098258,tt0112384"
nm0000365,Julie Delpy,1969.0,,"actress,writer,director","tt0111507,tt0381681,tt0841044,tt0112471"
nm0000366,Catherine Deneuve,1943.0,,"actress,soundtrack,producer","tt0061395,tt0283832,tt0168629,tt0059646"
nm0000367,Gérard Depardieu,1948.0,,"actor,producer,soundtrack","tt0083789,tt0120744,tt0099334,tt0103594"
nm0000368,Laura Dern,1967.0,,"actress,producer,writer","tt0107290,tt0090756,tt7653254,tt2305051"
nm0000369,Matt Dillon,1964.0,,"actor,art_department,director","tt4003440,tt0375679,tt0097240,tt0129387"
nm0000372,Amanda Donohoe,1962.0,,"actress,producer","tt0119528,tt0095488,tt0110428,tt0090466"
nm0000373,Michael Dorn,1952.0,,"actor,director,soundtrack","tt0120844,tt0117731,tt0102975,tt0253754"
nm0000374,Brad Dourif,1950.0,,actor,"tt0167261,tt0073486,tt0087182,tt0099528"
nm0000375,Robert Downey Jr.,1965.0,,"actor,producer,soundtrack","tt0988045,tt1300854,tt0371746,tt0848228"
nm0000376,Fran Drescher,1957.0,,"writer,actress,producer","tt0118691,tt0106080,tt0837562,tt0098546"
nm0000377,Richard Dreyfuss,1947.0,,"actor,producer,soundtrack","tt0075860,tt0076095,tt0069704,tt0073195"
nm0000378,Minnie Driver,1970.0,,"actress,soundtrack,producer","tt0119217,tt0119229,tt0117665,tt0293508"
nm0000379,Kirsten Dunst,1982.0,,"actress,producer,soundtrack","tt0145487,tt1527186,tt0110148,tt0110367"
nm0000380,Robert Duvall,1931.0,,"actor,producer,soundtrack","tt0068646,tt0078788,tt0118632,tt0316356"
nm0000381,Anthony Edwards,1962.0,,"actor,producer,director","tt0088000,tt0443706,tt0092099,tt0108757"
nm0000382,Atom Egoyan,1960.0,,"director,writer,producer","tt1352824,tt0273435,tt2326612,tt0120255"
nm0000383,Jennifer Ehle,1969.0,,actress,"tt2392830,tt4919484,tt1790885,tt0112130"
nm0000384,Danny Elfman,1953.0,,"music_department,soundtrack,composer","tt0107688,tt0121164,tt0119654,tt0367594"
nm0000385,Sam Elliott,1944.0,,"actor,producer,writer","tt1517451,tt0118715,tt5655222,tt0098206"
nm0000386,Roland Emmerich,1955.0,,"writer,producer,director","tt0120685,tt0116629,tt0319262,tt1628841"
nm0000387,Robert Englund,1947.0,,"actor,miscellaneous,soundtrack","tt0095742,tt0093629,tt0329101,tt0087800"
nm0000388,R. Lee Ermey,1944.0,2018.0,"actor,miscellaneous,producer","tt0114369,tt0324216,tt0095647,tt0093058"
nm0000389,Emilio Estevez,1962.0,,"actor,director,writer","tt0088847,tt3294746,tt1441912,tt0308055"
nm0000390,Joe Eszterhas,1944.0,,"writer,producer,miscellaneous","tt0114436,tt0118577,tt0103772,tt0108162"
nm0000391,Rupert Everett,1959.0,,"actor,soundtrack,producer","tt2404639,tt0122541,tt0119738,tt0109592"
nm0000393,Peter Falk,1927.0,2011.0,"actor,producer,soundtrack","tt0093779,tt0093191,tt0074937,tt1466074"
nm0000394,Chris Farley,1964.0,1997.0,"actor,soundtrack,stunts","tt0106598,tt0114694,tt0115697,tt0118708"
nm0000395,Terry Farrell,1963.0,,actress,"tt0106145,tt0174378,tt0090685,tt0104409"
nm0000396,Farrah Fawcett,1947.0,2009.0,"actress,producer,soundtrack","tt0074812,tt0079285,tt0073972,tt0082136"
nm0000397,Corey Feldman,1971.0,,"actor,producer,soundtrack","tt0093437,tt0092005,tt0089218,tt0087363"
nm0000398,Sally Field,1946.0,,"actress,producer,soundtrack","tt0443272,tt0098384,tt0076729,tt0109830"
nm0000399,David Fincher,1962.0,,"director,producer,actor","tt0443706,tt1285016,tt2267998,tt0114369"
nm0000400,Linda Fiorentino,1958.0,,"actress,soundtrack","tt0110308,tt0119654,tt0120655,tt0088680"
nm0000401,Laurence Fishburne,1961.0,,"actor,producer,director","tt0133093,tt0234215,tt0327056,tt1598778"
nm0000402,Carrie Fisher,1956.0,2016.0,"actress,miscellaneous,soundtrack","tt0076759,tt2527336,tt0086190,tt0080684"
nm0000403,Bridget Fonda,1964.0,,"actress,soundtrack","tt0120324,tt0139414,tt0105414,tt0119396"
nm0000404,Jane Fonda,1937.0,,"actress,producer,soundtrack","tt0062711,tt0077362,tt0067309,tt3312830"
nm0000405,Michelle Forbes,1965.0,,actress,"tt0107302,tt0116225,tt1951266,tt0844441"
nm0000406,John Ford,1894.0,1973.0,"director,producer,actor","tt0031971,tt0056217,tt0045061,tt0032551"
nm0000407,Vivica A. Fox,1964.0,,"actress,producer,soundtrack","tt0116629,tt0266697,tt0118688,tt1628841"
nm0000408,Jonathan Frakes,1952.0,,"actor,director,producer","tt0253754,tt0111280,tt0117731,tt0120844"
nm0000409,Brendan Fraser,1968.0,,"actor,producer,soundtrack","tt0375679,tt0119190,tt0120616,tt0209163"
nm0000410,Stephen Fry,1957.0,,"actor,writer,producer","tt0120514,tt0371724,tt0434409,tt0280707"
nm0000411,Edward Furlong,1977.0,,"actor,producer,soundtrack","tt0107130,tt0165710,tt0120586,tt0103064"
nm0000412,Andy Garcia,1956.0,,"actor,producer,soundtrack","tt0099674,tt0240772,tt0343996,tt0349903"
nm0000413,Janeane Garofalo,1964.0,,"actress,writer,producer","tt0243655,tt0382932,tt0132347,tt0120032"
nm0000414,Teri Garr,1947.0,,"actress,soundtrack","tt0075860,tt0088680,tt0084805,tt0072431"
nm0000415,Jami Gertz,1965.0,,"actress,producer,executive","tt0117998,tt0088128,tt0320970,tt0093437"
nm0000416,Terry Gilliam,1940.0,,"writer,actor,animation_department","tt0085959,tt0071853,tt0088846,tt1054606"
nm0000417,Crispin Glover,1964.0,,"actor,soundtrack,producer","tt0088763,tt1729632,tt0310357,tt0091860"
nm0000418,Danny Glover,1946.0,,"actor,producer,director","tt0122151,tt0104714,tt0093409,tt1190080"
nm0000419,Jean-Luc Godard,1930.0,,"director,writer,editor","tt0056663,tt0053472,tt0057345,tt0059592"
nm0000420,Valeria Golino,1965.0,,"actress,producer,soundtrack","tt0095953,tt0102059,tt0107144,tt8613070"
nm0000421,Cuba Gooding Jr.,1968.0,,"actor,soundtrack,producer","tt0203019,tt0316465,tt0101507,tt0116695"
nm0000422,John Goodman,1952.0,,"actor,soundtrack,producer","tt1179933,tt1907668,tt0101410,tt1024648"
nm0000424,Hugh Grant,1960.0,,"actor,soundtrack","tt0109831,tt0125439,tt0276751,tt0314331"
nm0000425,Peter Greenaway,1942.0,,"director,writer,editor","tt0092929,tt1702429,tt0446750,tt0097108"
nm0000426,Jennifer Grey,1960.0,,"actress,soundtrack","tt0091042,tt0092890,tt0087985,tt2013293"
nm0000427,Pam Grier,1949.0,,"actress,soundtrack,writer","tt0094602,tt0228333,tt0119396,tt0116996"
nm0000429,Melanie Griffith,1957.0,,"actress,producer","tt0086984,tt0119558,tt0091983,tt0096463"
nm0000430,Steve Guttenberg,1958.0,,"actor,producer,soundtrack","tt0087928,tt0091949,tt0094137,tt0089822"
nm0000431,Taylor Hackford,1944.0,,"producer,director,writer","tt0084434,tt0350258,tt0109642,tt0106469"
nm0000432,Gene Hackman,1930.0,,"actor,soundtrack,producer","tt0105695,tt0069113,tt0067116,tt0265666"
nm0000433,Corey Haim,1971.0,2010.0,"actor,producer,soundtrack","tt0095519,tt0093437,tt0091445,tt1121931"
nm0000434,Mark Hamill,1951.0,,"actor,producer,soundtrack","tt0080684,tt0076759,tt2527336,tt0086190"
nm0000435,Daryl Hannah,1960.0,,"actress,producer,director","tt0094291,tt0088161,tt0378194,tt0266697"
nm0000436,Curtis Hanson,1945.0,2016.0,"director,producer,writer","tt0104389,tt0185014,tt0388125,tt0119488"
nm0000437,Woody Harrelson,1961.0,,"actor,producer,soundtrack","tt2356777,tt1156398,tt0110632,tt0117318"
nm0000438,Ed Harris,1950.0,,"actor,producer,director","tt0120382,tt0112384,tt0183659,tt0800308"
nm0000439,Neil Patrick Harris,1973.0,,"actor,soundtrack,producer","tt4834206,tt0120201,tt0460649,tt2267998"
nm0000441,Noah Hathaway,1971.0,,"actor,miscellaneous","tt0092115,tt0077215,tt0076984,tt0088323"
nm0000442,Rutger Hauer,1944.0,2019.0,"actor,producer,director","tt0372784,tt0083658,tt1640459,tt0091209"
nm0000443,Goldie Hawn,1945.0,,"actress,producer,soundtrack","tt0104070,tt0116242,tt0116313,tt0093693"
nm0000444,Glenne Headly,1955.0,2017.0,actress,"tt0099422,tt2229499,tt0113862,tt0095031"
nm0000445,Dan Hedaya,1940.0,,"actor,soundtrack","tt0166924,tt0112697,tt0086979,tt0114814"
nm0000446,Mariel Hemingway,1961.0,,"actress,soundtrack,producer","tt0159730,tt0094074,tt0079522,tt0208874"
nm0000448,Lance Henriksen,1940.0,,"actor,producer,miscellaneous","tt0090605,tt0107076,tt0370263,tt0093605"
nm0000449,Natasha Henstridge,1974.0,,"actress,producer,soundtrack","tt0120841,tt0228333,tt0114508,tt0190138"
nm0000450,Philip Seymour Hoffman,1967.0,2014.0,"actor,producer,soundtrack","tt1560747,tt0472062,tt0379725,tt0292963"
nm0000451,Gaby Hoffmann,1982.0,,"actress,soundtrack,director","tt0116242,tt0098554,tt0114011,tt0097351"
nm0000452,Lauren Holly,1963.0,,"actress,producer","tt0106770,tt0103512,tt0109686,tt0207201"
nm0000453,Ian Holm,1931.0,2020.0,"actor,soundtrack,animation_department","tt0382932,tt0167260,tt0120737,tt0088846"
nm0000454,Dennis Hopper,1936.0,2010.0,"actor,director,writer","tt0064276,tt0111257,tt0090756,tt0114898"
nm0000455,John Hughes,1950.0,2009.0,"writer,producer,director","tt0093748,tt0091042,tt0088847,tt0090305"
nm0000456,Holly Hunter,1958.0,,"actress,producer,soundtrack","tt5462602,tt0328538,tt0107822,tt0092699"
nm0000457,John Hurt,1940.0,2017.0,"actor,soundtrack","tt0078748,tt0080678,tt1340800,tt0087803"
nm0000458,William Hurt,1950.0,,"actor,producer","tt0120738,tt0092699,tt0080360,tt0399146"
nm0000459,Timothy Hutton,1960.0,,"actor,producer,director","tt0081283,tt0113117,tt1103987,tt0343737"
nm0000460,Jeremy Irons,1948.0,,"actor,soundtrack,producer","tt0110357,tt0094964,tt2975590,tt2094766"
nm0000461,Michael Ironside,1950.0,,"actor,producer,writer","tt0120201,tt0100802,tt0092099,tt0081455"
nm0000463,Famke Janssen,1964.0,,"actress,writer,director","tt0113189,tt0185371,tt0376994,tt0120903"
nm0000464,Jim Jarmusch,1953.0,,"director,writer,actor","tt0412019,tt5247022,tt1714915,tt0088184"
nm0000466,Jean-Pierre Jeunet,1953.0,,"director,writer,producer","tt1149361,tt0101700,tt0211915,tt0344510"
nm0000467,Don Johnson,1949.0,,"actor,producer,soundtrack","tt0086759,tt1853728,tt0072730,tt8946378"
nm0000468,Lynn-Holly Johnson,1958.0,,"actress,director","tt0088395,tt0081738,tt0077716,tt0082398"
nm0000469,James Earl Jones,1931.0,,"actor,soundtrack","tt3748528,tt0086190,tt6105098,tt0094898"
nm0000470,Jeffrey Jones,1946.0,,"actor,soundtrack","tt0091225,tt0086879,tt0109707,tt0091042"
nm0000471,Raul Julia,1940.0,1994.0,"actor,soundtrack","tt0111301,tt0106220,tt0089424,tt0101272"
nm0000472,Boris Karloff,1887.0,1969.0,"actor,soundtrack","tt0032258,tt0023245,tt0026138,tt0023194"
nm0000473,Diane Keaton,1946.0,,"actress,producer,director","tt0337741,tt0356680,tt0075686,tt0073312"
nm0000474,Michael Keaton,1951.0,,"actor,producer,soundtrack","tt0094721,tt2562232,tt1895587,tt4276820"
nm0000475,Patsy Kensit,1968.0,,"actress,soundtrack","tt0079268,tt0068069,tt0090585,tt0097733"
nm0000476,Sally Kirkland,1941.0,,"actress,producer,miscellaneous","tt0102138,tt3216866,tt7525642,tt0092569"
nm0000478,Tawny Kitaen,1961.0,,"actress,producer","tt0086927,tt2797190,tt0087903,tt0111999"
nm0000479,Walter Koenig,1936.0,,"actor,writer,producer","tt0084726,tt0060028,tt0102975,tt0092007"
nm0000480,Elias Koteas,1961.0,,"actor,producer","tt0822854,tt0115964,tt0120863,tt0114194"
nm0000481,Alice Krige,1954.0,,"actress,producer,writer","tt0117731,tt0105428,tt0384537,tt1981115"
nm0000483,Christopher Lambert,1957.0,,"actor,producer,writer","tt0091203,tt0113855,tt0090095,tt0120604"
