tconst,ordering,nconst,category,job,characters
tt0035446,2,nm0000912,actor,,"[""Joseph Tura""]"
tt0035446,3,nm0821041,actor,,"[""Lieutenant Stanislav Sobinski""]"
tt0035446,4,nm0107795,actor,,"[""Greenberg""]"
tt0035446,5,nm0523932,director,,
tt0035446,6,nm0501872,writer,original story,
tt0035446,7,nm0562372,writer,screenplay,
tt0035446,8,nm0006128,composer,,
tt0035446,9,nm0005789,cinematographer,,
tt0036342,10,nm0804382,producer,producer,
tt0036342,1,nm0942863,actress,,"[""Charlie Newton""]"
tt0036342,2,nm0001072,actor,,"[""Charlie Oakley""]"
tt0036342,3,nm0136994,actor,,"[""Jack Graham""]"
tt0036342,4,nm0871287,actor,,"[""Joseph Newton""]"
tt0036342,5,nm0000033,director,,
tt0036342,6,nm0928642,writer,screenplay,
tt0036342,7,nm0072639,writer,screenplay,
tt0036342,8,nm0720904,writer,screenplay,
tt0036342,9,nm0568060,writer,from an original story by,
tt0036613,10,nm0005835,cinematographer,director of photography,
tt0036613,1,nm0000026,actor,,"[""Mortimer Brewster""]"
tt0036613,2,nm0485509,actress,,"[""Elaine Harper""]"
tt0036613,3,nm0557339,actor,,"[""Jonathan Brewster""]"
tt0036613,4,nm0007217,actor,,"[""O'Hara""]"
tt0036613,5,nm0001008,director,,
tt0036613,6,nm0258493,writer,screen play,
tt0036613,7,nm0258525,writer,screen play,
tt0036613,8,nm0450279,writer,play,
tt0036613,9,nm0000070,composer,,
tt0036775,1,nm0534045,actor,,"[""Walter Neff""]"
tt0036775,2,nm0001766,actress,,"[""Phyllis Dietrichson""]"
tt0036775,3,nm0000064,actor,,"[""Barton Keyes""]"
tt0036775,4,nm0056477,actor,,"[""Nino Zachetti""]"
tt0036775,5,nm0000697,director,,
tt0036775,6,nm0151452,writer,screenplay,
tt0036775,7,nm0128906,writer,from the novel by,
tt0036775,8,nm0000067,composer,,
tt0036775,9,nm0005870,cinematographer,director of photography,
tt0036868,10,nm0005904,cinematographer,director of photography,
tt0036868,1,nm0001485,actress,,"[""Milly Stephenson""]"
tt0036868,2,nm0000763,actor,,"[""Fred Derry""]"
tt0036868,3,nm0545298,actor,,"[""Al Stephenson""]"
tt0036868,4,nm0942863,actress,,"[""Peggy Stephenson""]"
tt0036868,5,nm0943758,director,,
tt0036868,6,nm0792845,writer,screen play,
tt0036868,7,nm0437969,writer,from a novel by,
tt0036868,8,nm0326418,producer,producer,
tt0036868,9,nm0006087,composer,,
tt0037008,10,nm0488057,writer,,
tt0037008,1,nm0000074,actress,,"[""Laura Hunt""]"
tt0037008,2,nm0000763,actor,,"[""Det. Lt. Mark McPherson""]"
tt0037008,3,nm0916067,actor,,"[""Waldo Lydecker""]"
tt0037008,4,nm0001637,actor,,"[""Shelby Carpenter""]"
tt0037008,5,nm0695937,director,,
tt0037008,6,nm0143837,writer,novel,
tt0037008,7,nm0237225,writer,screen play by,
tt0037008,8,nm0388755,writer,screen play by,
tt0037008,9,nm0718101,writer,screen play by,
tt0037017,10,nm0006087,composer,,
tt0037017,1,nm0000845,actress,,"[""Connie Porter""]"
tt0037017,2,nm0388303,actor,,"[""John Kovac""]"
tt0037017,3,nm0805790,actor,,"[""Willi""]"
tt0037017,4,nm0000904,actor,,"[""Gus Smith""]"
tt0037017,5,nm0000033,director,,
tt0037017,6,nm0825705,writer,by,
tt0037017,7,nm0842485,writer,screen play,
tt0037017,8,nm0372942,writer,,
tt0037017,9,nm0532284,producer,producer,
tt0037382,10,nm0150462,writer,,
tt0037382,1,nm0000007,actor,,"[""Harry Morgan""]"
tt0037382,2,nm0000002,actress,,"[""Marie 'Slim' Browning""]"
tt0037382,3,nm0000974,actor,,"[""Eddie""]"
tt0037382,4,nm0602834,actress,,"[""Mme. Hellene de Bursac""]"
tt0037382,5,nm0001328,director,,
tt0037382,6,nm0002133,writer,"novel ""To Have and Have Not""",
tt0037382,7,nm0299154,writer,screen play,
tt0037382,8,nm0001203,writer,screen play,
tt0037382,9,nm0010850,writer,,
tt0037558,10,nm0364789,editor,,
tt0037558,1,nm0424743,actress,,"[""Laura Jesson""]"
tt0037558,2,nm0002145,actor,,"[""Dr. Alec Harvey""]"
tt0037558,3,nm0391361,actor,,"[""Albert Godby""]"
tt0037558,4,nm0136983,actress,,"[""Myrtle Bagot""]"
tt0037558,5,nm0000180,director,,
tt0037558,6,nm0002021,writer,"play ""Still Life""",
tt0037558,7,nm0369743,writer,,
tt0037558,8,nm0623768,writer,,
tt0037558,9,nm0005761,cinematographer,director of photography,
tt0037884,1,nm0001537,actor,,"[""Don Birnam""]"
tt0037884,2,nm0943837,actress,,"[""Helen St. James""]"
tt0037884,3,nm0856062,actor,,"[""Wick Birnam""]"
tt0037884,4,nm0196247,actor,,"[""Nat""]"
tt0037884,5,nm0000697,director,,
tt0037884,6,nm0413352,writer,from the novel by,
tt0037884,7,nm0102818,writer,screen play,
tt0037884,8,nm0000067,composer,,
tt0037884,9,nm0005870,cinematographer,director of photography,
tt0038109,10,nm0739676,writer,contributing writer: foreword,
tt0038109,1,nm0000006,actress,,"[""Dr. Constance Petersen""]"
tt0038109,2,nm0000060,actor,,"[""John Ballantyne""]"
tt0038109,3,nm0155011,actor,,"[""Dr. Alexander Brulov""]"
tt0038109,4,nm0001991,actor,,"[""Dr. Murchison""]"
tt0038109,5,nm0000033,director,,
tt0038109,6,nm0372942,writer,screen play,
tt0038109,7,nm1301541,writer,"suggested by novel: ""The House of Dr. Edwardes""",
tt0038109,8,nm0761573,writer,"suggested by novel: ""The House of Dr. Edwardes""",
tt0038109,9,nm0534191,writer,adaptation,
tt0038355,10,nm0000070,composer,,
tt0038355,1,nm0000007,actor,,"[""Philip Marlowe""]"
tt0038355,2,nm0000002,actress,,"[""Vivian Rutledge""]"
tt0038355,3,nm0725891,actor,,"[""Eddie Mars""]"
tt0038355,4,nm0896015,actress,,"[""Carmen Sternwood""]"
tt0038355,5,nm0001328,director,,
tt0038355,6,nm0001203,writer,screen play,
tt0038355,7,nm0102824,writer,screen play,
tt0038355,8,nm0299154,writer,screen play,
tt0038355,9,nm0151452,writer,novel,
tt0038559,10,nm0888144,producer,producer,
tt0038559,1,nm0000028,actress,,"[""Gilda""]"
tt0038559,2,nm0001229,actor,,"[""Johnny Farrell""]"
tt0038559,3,nm0534317,actor,,"[""Ballin Mundson""]"
tt0038559,4,nm0130407,actor,,"[""Det. Maurice Obregon""]"
tt0038559,5,nm0896533,director,,
tt0038559,6,nm0254154,writer,story,
tt0038559,7,nm0252100,writer,adaptation,
tt0038559,8,nm0663763,writer,screenplay,
tt0038559,9,nm0372942,writer,,
tt0038650,10,nm0933858,writer,contributor to screenplay,
tt0038650,1,nm0000071,actor,,"[""George Bailey""]"
tt0038650,2,nm0001656,actress,,"[""Mary Hatch""]"
tt0038650,3,nm0000859,actor,,"[""Mr. Potter""]"
tt0038650,4,nm0593775,actor,,"[""Uncle Billy""]"
tt0038650,5,nm0001008,director,,
tt0038650,6,nm0329304,writer,screenplay,
tt0038650,7,nm0352443,writer,screenplay,
tt0038650,8,nm0842485,writer,additional scenes,
tt0038650,9,nm0827821,writer,story,
tt0038787,10,nm0005898,cinematographer,director of photography,
tt0038787,1,nm0000026,actor,,"[""Devlin""]"
tt0038787,2,nm0000006,actress,,"[""Alicia Huberman""]"
tt0038787,3,nm0001647,actor,,"[""Alexander Sebastian""]"
tt0038787,4,nm0129894,actor,,"[""Paul Prescott""]"
tt0038787,5,nm0000033,director,,
tt0038787,6,nm0372942,writer,written by,
tt0038787,7,nm0285218,writer,"story ""The Song of the Dragon""",
tt0038787,8,nm0644048,writer,dialogue: love scenes,
tt0038787,9,nm0002202,composer,,
tt0039628,10,nm0164690,cinematographer,director of photography,
tt0039628,1,nm0350324,actor,,"[""Kris Kringle""]"
tt0039628,2,nm0000058,actress,,"[""Doris Walker""]"
tt0039628,3,nm0668361,actor,,"[""Fred Gailey""]"
tt0039628,4,nm0516876,actor,,"[""Judge Henry X. Harper""]"
tt0039628,5,nm0780833,director,,
tt0039628,6,nm0204016,writer,story,
tt0039628,7,nm0674169,producer,producer,
tt0039628,8,nm0006203,composer,,
tt0039628,9,nm0013914,cinematographer,director of photography,
tt0039689,10,nm0002202,composer,,
tt0039689,1,nm0000053,actor,,"[""Jeff""]"
tt0039689,2,nm0339452,actress,,"[""Kathie""]"
tt0039689,3,nm0000018,actor,,"[""Whit""]"
tt0039689,4,nm0281766,actress,,"[""Meta Carson""]"
tt0039689,5,nm0869664,director,,
tt0039689,6,nm0537784,writer,screen play by,
tt0039689,7,nm0128906,writer,,
tt0039689,8,nm0272045,writer,,
tt0039689,9,nm0240417,producer,producer,
tt0040506,10,nm0005713,cinematographer,,
tt0040506,1,nm0000007,actor,,"[""Frank McCloud""]"
tt0040506,2,nm0000064,actor,,"[""Johnny Rocco""]"
tt0040506,3,nm0000002,actress,,"[""Nora Temple""]"
tt0040506,4,nm0000859,actor,,"[""James Temple""]"
tt0040506,5,nm0001379,director,,
tt0040506,6,nm0112218,writer,screenplay,
tt0040506,7,nm0027173,writer,based on the play by,
tt0040506,8,nm0907003,producer,producer,
tt0040506,9,nm0000070,composer,,
tt0040522,10,nm0290000,writer,screenplay,
tt0040522,1,nm0536009,actor,,"[""Antonio""]"
tt0040522,2,nm0821543,actor,,"[""Bruno""]"
tt0040522,3,nm0136794,actress,,"[""Maria""]"
tt0040522,4,nm0022821,actress,,"[""The Charitable Lady""]"
tt0040522,5,nm0001120,director,,
tt0040522,6,nm0953790,writer,story,
tt0040522,7,nm0059030,writer,novel,
tt0040522,8,nm0080755,writer,screenplay,
tt0040522,9,nm0147599,writer,screenplay,
tt0040525,10,nm0493353,cinematographer,director of photography,
tt0040525,1,nm0000028,actress,,"[""Elsa Bannister""]"
tt0040525,2,nm0000080,actor,,"[""Michael O'Hara""]"
tt0040525,3,nm0806041,actor,,"[""Arthur Bannister""]"
tt0040525,4,nm0026011,actor,,"[""George Grisby""]"
tt0040525,5,nm0455271,writer,story based on a novel by,
tt0040525,6,nm0145336,writer,,
tt0040525,7,nm0496468,writer,,
tt0040525,8,nm0548529,writer,,
tt0040525,9,nm0006257,composer,,
tt0040724,10,nm0005737,cinematographer,,
tt0040724,1,nm0000078,actor,,"[""Thomas Dunson""]"
tt0040724,2,nm0001050,actor,,"[""Matt Garth""]"
tt0040724,3,nm0238445,actress,,"[""Tess Millay""]"
tt0040724,4,nm0000974,actor,,"[""Nadine Groot""]"
tt0040724,5,nm0001328,director,,
tt0040724,6,nm0744504,director,co-director,
tt0040724,7,nm0153698,writer,screenplay,
tt0040724,8,nm0773660,writer,screenplay,
tt0040724,9,nm0006323,composer,,
tt0040725,10,nm0002153,cinematographer,director of photography,
tt0040725,1,nm0906932,actor,,"[""Boris Lermontov""]"
tt0040725,2,nm0330961,actor,,"[""Julian Craster""]"
tt0040725,3,nm0790452,actress,,"[""Victoria Page""]"
tt0040725,4,nm0375818,actor,,"[""Ivan Boleslawsky""]"
tt0040725,5,nm0003836,director,,
tt0040725,6,nm0696247,director,,
tt0040725,7,nm0026153,writer,fairy tale,
tt0040725,8,nm0935773,writer,additional dialogue,
tt0040725,9,nm0247460,composer,,
tt0040746,10,nm0005877,cinematographer,director of photography,
tt0040746,1,nm0000071,actor,,"[""Rupert Cadell""]"
tt0040746,2,nm0197982,actor,,"[""Brandon""]"
tt0040746,3,nm0335048,actor,,"[""Phillip""]"
tt0040746,4,nm0389516,actor,,"[""David Kentley""]"
tt0040746,5,nm0000033,director,,
tt0040746,6,nm0002025,writer,adapted by,
tt0040746,7,nm0358096,writer,from the play by,
tt0040746,8,nm0491306,writer,screenplay,
tt0040746,9,nm0372942,writer,,
tt0040897,10,nm0548929,editor,,
tt0040897,1,nm0000007,actor,,"[""Fred C. Dobbs""]"
tt0040897,2,nm0404158,actor,,"[""Howard""]"
tt0040897,3,nm0392529,actor,,"[""Curtin""]"
tt0040897,4,nm0071636,actor,,"[""Cody""]"
tt0040897,5,nm0001379,director,,
tt0040897,6,nm0871252,writer,based on the novel by,
tt0040897,7,nm0087533,producer,producer,
tt0040897,8,nm0000070,composer,,
tt0040897,9,nm0005792,cinematographer,director of photography,
tt0041546,10,nm0005878,cinematographer,director of photography,
tt0041546,1,nm0696866,actor,,"[""Louis""]"
tt0041546,2,nm0000027,actor,,"[""The D'Ascoyne Family: The Duke"",""The Banker"",""The Parson""]"
tt0041546,3,nm0387753,actress,,"[""Edith""]"
tt0041546,4,nm0339343,actress,,"[""Sibella""]"
tt0041546,5,nm0357607,director,,
tt0041546,6,nm0395170,writer,based on a novel by,
tt0041546,7,nm0226538,writer,screenplay by,
tt0041546,8,nm0593867,writer,screenplay revisions,
tt0041546,9,nm0049608,producer,producer,
tt0041959,1,nm0000080,actor,,"[""Harry Lime""]"
tt0041959,2,nm0001072,actor,,"[""Holly Martins""]"
tt0041959,3,nm0885098,actress,,"[""Anna Schmidt""]"
tt0041959,4,nm0002145,actor,,"[""Maj. Calloway""]"
tt0041959,5,nm0715346,director,,
tt0041959,6,nm0001294,writer,by,
tt0041959,7,nm0466099,writer,story,
tt0041959,8,nm0005761,cinematographer,,
tt0041959,9,nm0353091,editor,,
tt0042041,10,nm0000070,composer,,
tt0042041,1,nm0000010,actor,,"[""Cody Jarrett""]"
tt0042041,2,nm0562920,actress,,"[""Verna Jarrett""]"
tt0042041,3,nm0639529,actor,,"[""Hank Fallon aka Vic Pardo""]"
tt0042041,4,nm0943618,actress,,"[""Ma Jarrett""]"
tt0042041,5,nm0909825,director,,
tt0042041,6,nm0324578,writer,screen play,
tt0042041,7,nm0730850,writer,screen play,
tt0042041,8,nm0446132,writer,suggested by a story by,
tt0042041,9,nm0248994,producer,producer,
tt0042192,10,nm0572492,editor,,
tt0042192,1,nm0000012,actress,,"[""Margo""]"
tt0042192,2,nm0000879,actress,,"[""Eve""]"
tt0042192,3,nm0001695,actor,,"[""Addison DeWitt""]"
tt0042192,4,nm0002141,actress,,"[""Karen""]"
tt0042192,5,nm0000581,director,,
tt0042192,6,nm0650581,writer,"story ""The Wisdom of Eve""",
tt0042192,7,nm0953123,producer,producer,
tt0042192,8,nm0000055,composer,,
tt0042192,9,nm0005762,cinematographer,director of photography,
tt0042332,10,nm0672093,writer,story,
tt0042332,1,nm0940627,actress,,"[""Cinderella""]"
tt0042332,2,nm0531763,actor,,"[""Jaq"",""Gus""]"
tt0042332,3,nm0041598,actress,,"[""Lady Tremaine""]"
tt0042332,4,nm0271658,actress,,"[""Fairy Godmother""]"
tt0042332,5,nm0314671,director,,
tt0042332,6,nm0414144,director,,
tt0042332,7,nm0527217,director,,
tt0042332,8,nm0674518,writer,from the original classic by,
tt0042332,9,nm0670328,writer,story,
tt0042546,10,nm0804244,composer,,
tt0042546,1,nm0000071,actor,,"[""Elwood P. Dowd""]"
tt0042546,2,nm0285922,actor,,"[""Ellis Logfren, The Taxi Driver""]"
tt0042546,3,nm0528621,actor,,"[""Judge Omar Gaffney""]"
tt0042546,4,nm0395067,actress,,"[""Myrtle Mae Simmons""]"
tt0042546,5,nm0467396,director,,
tt0042546,6,nm0153808,writer,from the Pulitzer Prize Play by,
tt0042546,7,nm0110958,writer,screenplay,
tt0042546,8,nm0175333,writer,contributor to screenplay,
tt0042546,9,nm0065184,producer,producer,
tt0042593,10,nm0005947,composer,,
tt0042593,1,nm0000007,actor,,"[""Dixon Steele""]"
tt0042593,2,nm0002108,actress,,"[""Laurel Gray""]"
tt0042593,3,nm0522481,actor,,"[""Brub Nicolai""]"
tt0042593,4,nm0717203,actor,,"[""Capt. Lochner""]"
tt0042593,5,nm0712947,director,,
tt0042593,6,nm0813584,writer,screenplay,
tt0042593,7,nm0636002,writer,adaptation,
tt0042593,8,nm0400568,writer,story,
tt0042593,9,nm0520501,producer,producer,
tt0042876,10,nm0594335,cinematographer,,
tt0042876,1,nm0001536,actor,,"[""Tajômaru""]"
tt0042876,2,nm0477553,actress,,"[""Masako Kanazawa""]"
tt0042876,3,nm0605270,actor,,"[""Takehiro Kanazawa""]"
tt0042876,4,nm0793766,actor,,"[""Woodcutter""]"
tt0042876,5,nm0000041,director,,
tt0042876,6,nm0015611,writer,stories Rashomon and In a Grove,
tt0042876,7,nm0368074,writer,screenplay,
tt0042876,8,nm0423122,producer,producer,
tt0042876,9,nm0370593,composer,,
tt0043014,10,nm0772834,editor,,
tt0043014,1,nm0000034,actor,,"[""Joe Gillis""]"
tt0043014,2,nm0841797,actress,,"[""Norma Desmond""]"
tt0043014,3,nm0002233,actor,,"[""Max Von Mayerling""]"
tt0043014,4,nm0647970,actress,,"[""Betty Schaefer""]"
tt0043014,5,nm0000697,director,,
tt0043014,6,nm0102818,writer,written by,
tt0043014,7,nm0551261,writer,written by,
tt0043014,8,nm0000077,composer,,
tt0043014,9,nm0005870,cinematographer,director of photography,
tt0043265,10,nm0818545,producer,producer,
tt0043265,1,nm0000007,actor,,"[""Charlie Allnutt""]"
tt0043265,2,nm0000031,actress,,"[""Rose Sayer""]"
tt0043265,3,nm0605923,actor,,"[""The Brother"",""Rev. Samuel Sayer""]"
tt0043265,4,nm0119988,actor,,"[""Captain of Louisa""]"
tt0043265,5,nm0001379,director,,
tt0043265,6,nm0286163,writer,"novel ""The African Queen""",
tt0043265,7,nm0012938,writer,adapted for the screen by,
tt0043265,8,nm0171924,writer,,
tt0043265,9,nm0896830,writer,,
tt0043274,10,nm0382548,writer,story,
tt0043274,1,nm0064607,actress,,"[""Alice""]"
tt0043274,2,nm0943956,actor,,"[""Mad Hatter""]"
tt0043274,3,nm0370821,actor,,"[""Caterpillar""]"
tt0043274,4,nm0001359,actor,,"[""Cheshire Cat""]"
tt0043274,5,nm0314671,director,,
tt0043274,6,nm0414144,director,,
tt0043274,7,nm0527217,director,,
tt0043274,8,nm0455741,director,,
tt0043274,9,nm0140902,writer,"adaptation: of ""The Adventures of Alice in Wonderland"" and ""Through the Looking Glass""",
tt0043278,1,nm0000037,actor,,"[""Jerry Mulligan""]"
tt0043278,2,nm0001989,actress,,"[""Lise Bouvier""]"
tt0043278,3,nm0505157,actor,,"[""Adam Cook""]"
tt0043278,4,nm0350250,actor,,"[""Henri Baurel""]"
tt0043278,5,nm0591486,director,,
tt0043278,6,nm0503585,writer,story by,
tt0043278,7,nm0006085,producer,producer,
tt0043278,8,nm0005720,cinematographer,director of photography,
tt0043278,9,nm0269751,editor,,
tt0043338,10,nm0485702,cinematographer,,
tt0043338,1,nm0000018,actor,,"[""Chuck Tatum""]"
tt0043338,2,nm0012443,actress,,"[""Lorraine Minosa""]"
tt0043338,3,nm0037816,actor,,"[""Herbie Cook""]"
tt0043338,4,nm0356004,actor,,"[""Jacob Q. Boot""]"
tt0043338,5,nm0000697,director,,
tt0043338,6,nm0760488,writer,written by,
tt0043338,7,nm0628305,writer,written by,
tt0043338,8,nm0221528,writer,story,
tt0043338,9,nm0006087,composer,,
tt0043456,10,nm0869860,cinematographer,director of photography,
tt0043456,1,nm0719692,actor,,"[""Klaatu""]"
tt0043456,2,nm0623658,actress,,"[""Helen Benson""]"
tt0043456,3,nm0549280,actor,,"[""Tom Stevens""]"
tt0043456,4,nm0415488,actor,,"[""Professor Jacob Barnhardt""]"
tt0043456,5,nm0936404,director,,
tt0043456,6,nm0636002,writer,screen play,
tt0043456,7,nm0060915,writer,based on a story by,
tt0043456,8,nm0087906,producer,producer,
tt0043456,9,nm0002136,composer,,
tt0044079,10,nm0372942,writer,,
tt0044079,1,nm0335048,actor,,"[""Guy Haines""]"
tt0044079,2,nm0908153,actor,,"[""Bruno Antony""]"
tt0044079,3,nm0738746,actress,,"[""Anne Morton""]"
tt0044079,4,nm0001991,actor,,"[""Sen. Morton""]"
tt0044079,5,nm0000033,director,,
tt0044079,6,nm0151452,writer,screen play,
tt0044079,7,nm0650262,writer,screen play,
tt0044079,8,nm0177336,writer,adaptation,
tt0044079,9,nm0383604,writer,from the novel by,
tt0044081,10,nm0005889,cinematographer,director of photography,
tt0044081,1,nm0000046,actress,,"[""Blanche DuBois""]"
tt0044081,2,nm0000008,actor,,"[""Stanley Kowalski""]"
tt0044081,3,nm0001375,actress,,"[""Stella Kowalski""]"
tt0044081,4,nm0001500,actor,,"[""Mitch""]"
tt0044081,5,nm0001415,director,,
tt0044081,6,nm0931783,writer,screen play,
tt0044081,7,nm0766665,writer,adaptation by,
tt0044081,8,nm0271012,producer,producer,
tt0044081,9,nm0006218,composer,,
tt0044121,10,nm0006323,composer,,
tt0044121,1,nm0864851,actor,,"[""Capt. Patrick Hendry""]"
tt0044121,2,nm0792212,actress,,"[""Nikki Nicholson""]"
tt0044121,3,nm0000790,actor,,"[""'The Thing'""]"
tt0044121,4,nm0180452,actor,,"[""Dr. Arthur Carrington""]"
tt0044121,5,nm0638528,director,,
tt0044121,6,nm0001328,director,,
tt0044121,7,nm0496468,writer,screenplay,
tt0044121,8,nm0132168,writer,"based on the story ""Who Goes There?"" by",
tt0044121,9,nm0372942,writer,,
tt0044706,10,nm0930536,editor,,
tt0044706,1,nm0000011,actor,,"[""Marshal Will Kane""]"
tt0044706,2,nm0000038,actress,,"[""Amy Fowler Kane""]"
tt0044706,3,nm0593775,actor,,"[""Mayor Jonas Henderson""]"
tt0044706,4,nm0000978,actor,,"[""Deputy Marshal Harvey Pell""]"
tt0044706,5,nm0003593,director,,
tt0044706,6,nm0286025,writer,screenplay by,
tt0044706,7,nm0192356,writer,"based on the magazine story ""The Tin Star"" by",
tt0044706,8,nm0006323,composer,,
tt0044706,9,nm0005677,cinematographer,director of photography,
tt0044741,10,nm0620014,cinematographer,,
tt0044741,1,nm0793766,actor,,"[""Kanji Watanabe""]"
tt0044741,2,nm0437520,actor,,"[""Mitsuo Watanabe, Kanji's son""]"
tt0044741,3,nm0385443,actor,,"[""Kimura""]"
tt0044741,4,nm0848984,actor,,"[""Sakai""]"
tt0044741,5,nm0000041,director,,
tt0044741,6,nm0368074,writer,written by,
tt0044741,7,nm0644823,writer,written by,
tt0044741,8,nm0609404,producer,producer,
tt0044741,9,nm0370593,composer,,
tt0045061,10,nm0615005,editor,,
tt0045061,1,nm0000078,actor,,"[""Sean Thornton""]"
