tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,genre1,genre2,genre3,url,averageRating,numVotes,metascore,country,primary_language,color,budget,opening_weekend_usa,gross_usa,cumulative_worldwide,tagline,summary,image_url
tt0032976,movie,Rebecca,Rebecca,0,1940,,130.0,"Drama,Mystery,Romance",Drama,Mystery,Romance,https://www.imdb.com/title/tt0032976,8.1,123244,86,USA,English,Black and White,"$1,288,000",,,"$72,275",The shadow of a remembered woman came between their lips... but these two had the courage to hope... and to live their love!,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,"https://m.media-amazon.com/images/M/MV5BYTcxYWExOTMtMWFmYy00ZjgzLWI0YjktNWEzYzJkZTg0NDdmL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY268_CR2,0,182,268_AL_.jpg"
tt0033045,movie,The Shop Around the Corner,The Shop Around the Corner,0,1940,,99.0,"Comedy,Drama,Romance",Comedy,Drama,Romance,https://www.imdb.com/title/tt0033045,8.1,28181,96,USA,English,Black and White,,,,"$36,368",,"Two employees at a gift shop can barely stand each other, without realizing that they are falling in love through the post as each other's anonymous pen pal.","https://m.media-amazon.com/images/M/MV5BNzc1MTcyNTQ5N15BMl5BanBnXkFtZTgwMzgwMDI0MjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0033467,movie,Citizen Kane,Citizen Kane,0,1941,,119.0,"Drama,Mystery",Drama,Mystery,,https://www.imdb.com/title/tt0033467,8.3,400653,100,USA,English,Black and White,"$839,727",,"$1,585,634","$1,600,719",365 days in the making - and every minute of it an exciting NEW thrill for you !,"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance; 'Rosebud'.","https://m.media-amazon.com/images/M/MV5BYjBiOTYxZWItMzdiZi00NjlkLWIzZTYtYmFhZjhiMTljOTdkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0033563,movie,Dumbo,Dumbo,0,1941,,64.0,"Animation,Drama,Family",Animation,Drama,Family,https://www.imdb.com/title/tt0033563,7.2,119185,96,USA,English,Color,"$950,000",,,"$3,731",Let your spirit soar.,"Ridiculed because of his enormous ears, a young circus elephant is assisted by a mouse to achieve his full potential.","https://m.media-amazon.com/images/M/MV5BNWVmNWQ2OTQtNzJlNC00ZmQwLTg4ZTktZTNmM2IxZTlkOGM3L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0033870,movie,The Maltese Falcon,The Maltese Falcon,0,1941,,100.0,"Film-Noir,Mystery",Film-Noir,Mystery,,https://www.imdb.com/title/tt0033870,8.0,148355,96,USA,English,Black and White,"$375,000",,,"$1,255","KILLER BOGART a guy without a conscience MARY ASTOR a dame without a heart! (Print Ad- Berkeley Daily Gazette, ((Berkeley, Calif.)) 21 January 1942)","A private detective takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette.","https://m.media-amazon.com/images/M/MV5BZjIwNGM1ZTUtOThjYS00NDdiLTk2ZDYtNGY5YjJkNzliM2JjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0034248,movie,Suspicion,Suspicion,0,1941,,99.0,"Film-Noir,Mystery,Thriller",Film-Noir,Mystery,Thriller,https://www.imdb.com/title/tt0034248,7.4,32601,83,USA,English,Black and White,"$1,103,000",,,,Each time they kissed... there was the thrill of love... the threat of murder!,"A shy young heiress marries a charming gentleman, and soon begins to suspect he is planning to murder her.","https://m.media-amazon.com/images/M/MV5BMDZiZWJjMjMtMjg4MC00Njk5LTliYzktZGM5ODBmNTA3YTc1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0034492,movie,Bambi,Bambi,0,1942,,70.0,"Animation,Drama,Family",Animation,Drama,Family,https://www.imdb.com/title/tt0034492,7.3,130711,91,USA,English,Color,,"$7,216,741,","$102,247,150","$267,447,150",BUBBLING WITH Laughter! TINGLING WITH Excitement! SPARKLING WITH Delight! (1966 re-release),The story of a young deer growing up in the forest.,"https://m.media-amazon.com/images/M/MV5BY2JhMTJmYjYtNTVkYi00OWE3LWJlMjEtOWI4MTFkMjJhMmQ3XkEyXkFqcGdeQXVyNzY1NDgwNjQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0034583,movie,Casablanca,Casablanca,0,1942,,102.0,"Drama,Romance,War",Drama,Romance,War,https://www.imdb.com/title/tt0034583,8.5,519384,100,USA,English,Black and White,"$950,000","$181,494,","$4,108,411","$4,376,287",Where Love Cuts as Deep as a Dagger!,A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,"https://m.media-amazon.com/images/M/MV5BY2IzZGY2YmEtYzljNS00NTM5LTgwMzUtMzM1NjQ4NGI0OTk0XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0035423,movie,Kate & Leopold,Kate & Leopold,0,2001,,118.0,"Comedy,Fantasy,Romance",Comedy,Fantasy,Romance,https://www.imdb.com/title/tt0035423,6.4,78746,44,USA,English,Color,"$48,000,000","$9,725,408,","$47,121,859","$76,019,048","This Christmas, chivalry makes a comeback.",An English Duke from 1876 is inadvertedly dragged to modern day New York where he falls for a plucky advertising executive.,"https://m.media-amazon.com/images/M/MV5BNmNlN2VlOTctYTdhMS00NzUxLTg0ZGMtYWE2ZTJmMThlMTk2XkEyXkFqcGdeQXVyMzI0NDc4ODY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0035446,movie,To Be or Not to Be,To Be or Not to Be,0,1942,,99.0,"Comedy,War",Comedy,War,,https://www.imdb.com/title/tt0035446,8.2,29422,86,USA,English,Black and White,,,"$3,270,000","$4,578,000",The Picture Everyone Wants To See.,"During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.","https://m.media-amazon.com/images/M/MV5BYTIwNDcyMjktMTczMy00NDM5LTlhNDEtMmE3NGVjOTM2YjQ3XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0036342,movie,Shadow of a Doubt,Shadow of a Doubt,0,1943,,108.0,"Film-Noir,Thriller",Film-Noir,Thriller,,https://www.imdb.com/title/tt0036342,7.8,59263,94,USA,English,Black and White,,,,$159,A Blast of DRAMATIC Dynamite exploded right before your eyes!,"A young girl, overjoyed when her favorite uncle comes to visit the family, slowly begins to suspect that he is in fact the ""Merry Widow"" killer sought by the authorities.","https://m.media-amazon.com/images/M/MV5BM2I1YWM4NTYtYjA0Ny00ZDEwLTg3NTgtNzBjMzZhZTk1YTA1XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0036613,movie,Arsenic and Old Lace,Arsenic and Old Lace,0,1944,,118.0,"Comedy,Crime,Thriller",Comedy,Crime,Thriller,https://www.imdb.com/title/tt0036613,8.0,64881,,USA,English,Black and White,"$1,120,175",,,,Strike. You're out!,A writer of books on the futility of marriage risks his reputation when he decides to get married. Things get even more complicated when he learns on his wedding day that his beloved maiden aunts are habitual murderers.,"https://m.media-amazon.com/images/M/MV5BZDVlNTBjMjctNjAzNS00ZGJhLTg2NzMtNzIwYTIzYTBiMDkyXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0036775,movie,Double Indemnity,Double Indemnity,0,1944,,107.0,"Crime,Drama,Film-Noir",Crime,Drama,Film-Noir,https://www.imdb.com/title/tt0036775,8.3,142742,95,USA,English,Black and White,"$927,262",,,"$13,886","IT'S LOVE AND MURDER AT FIRST SIGHT! (print ad - Lubbock Morning Avalanche - Lindsey Theatre - Lubbock, Texas - September 1, 1944 - all caps)",An insurance representative lets himself be talked by a seductive housewife into a murder/insurance fraud scheme that arouses the suspicion of an insurance investigator.,"https://m.media-amazon.com/images/M/MV5BOTdlNjgyZGUtOTczYi00MDdhLTljZmMtYTEwZmRiOWFkYjRhXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0036868,movie,The Best Years of Our Lives,The Best Years of Our Lives,0,1946,,170.0,"Drama,Romance,War",Drama,Romance,War,https://www.imdb.com/title/tt0036868,8.0,57093,93,USA,English,Black and White,"$2,100,000",,"$23,650,000","$23,656,620",The Most Honored Picture of All Time (1954 widescreen reissue),Three World War II veterans return home to small-town America to discover that they and their families have been irreparably changed.,"https://m.media-amazon.com/images/M/MV5BY2RmNTRjYzctODI4Ni00MzQyLWEyNTAtNjU0N2JkMTNhNjJkXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0037008,movie,Laura,Laura,0,1944,,88.0,"Drama,Film-Noir,Mystery",Drama,Film-Noir,Mystery,https://www.imdb.com/title/tt0037008,8.0,42501,,USA,English,Black and White,"$1,020,000",,,,"A STRANGE AND DANGEROUS EXPIERMENT IN LOVE AND MURDER! (print ad - Lubbock Avalanche Journal - Tower Theatre - Lubbock, Texas - March 25, 1945 - all caps)",A police detective falls in love with the woman whose murder he is investigating.,"https://m.media-amazon.com/images/M/MV5BYjkxOGM5OTktNTRmZi00MjhlLWE2MDktNzY3NjY3NmRjNDUyXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0037017,movie,Lifeboat,Lifeboat,0,1944,,97.0,"Drama,War",Drama,War,,https://www.imdb.com/title/tt0037017,7.6,26340,78,USA,English,Black and White,"$1,590,000",,,,What happens when six men and three women are alone in an open boat ?,Several survivors of a torpedoed merchant ship in World War II find themselves in the same lifeboat with one of the crew members of the U-boat that sank their ship.,"https://m.media-amazon.com/images/M/MV5BZTBmMjUyMjItYTM4ZS00MjAwLWEyOGYtYjMyZTUxN2I3OTMxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0037382,movie,To Have and Have Not,To Have and Have Not,0,1944,,100.0,"Adventure,Comedy,Film-Noir",Adventure,Comedy,Film-Noir,https://www.imdb.com/title/tt0037382,7.8,30892,,USA,English,Black and White,,,,"$12,459","Ernest Hemingway's DARING STORY ADAPTED FOR THE SCREEN! (print ad - Lubbock Avalanche Journal - Lindsey Theatre -Lubbock, Texas - Feb. 4, 1945)","During World War II, American expatriate Harry Morgan helps transport a French Resistance leader and his beautiful wife to Martinique while romancing a sensuous lounge singer.","https://m.media-amazon.com/images/M/MV5BZGU2YmU0MWMtMzg5My00ZmY2LTljMDItMTg2YTI5Y2U2OTE3XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UY268_CR0,0,182,268_AL_.jpg"
tt0037558,movie,Brief Encounter,Brief Encounter,0,1945,,86.0,"Drama,Romance",Drama,Romance,,https://www.imdb.com/title/tt0037558,8.0,35417,92,UK,English,Black and White,"GBP170,000",,,"$107,384","A chance meeting between two happily married strangers. Two people who met by accident, and fell in love.","Meeting a stranger in a railway station, a woman is tempted to cheat on her husband.","https://m.media-amazon.com/images/M/MV5BYWQ0MGNjOTYtMWJlNi00YWMxLWFmMzktYjAyNTVkY2U1NWNhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0037884,movie,The Lost Weekend,The Lost Weekend,0,1945,,101.0,"Drama,Film-Noir",Drama,Film-Noir,,https://www.imdb.com/title/tt0037884,7.9,33391,,USA,English,Black and White,"$1,250,000",,,,"THE BLAZING...VIVID PAGES OF AMERICA'S SENSATIONAL BEST SELLER! (print ad - Lubbock Morning Avalanche - Midway Theatre - Lubbock, Texas - August 30, 1946 - all caps)",The desperate life of a chronic alcoholic is followed through a four-day drinking bout.,"https://m.media-amazon.com/images/M/MV5BMTk4NDQ0NjgyNF5BMl5BanBnXkFtZTgwMTE3NTkxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0038109,movie,Spellbound,Spellbound,0,1945,,111.0,"Film-Noir,Mystery,Romance",Film-Noir,Mystery,Romance,https://www.imdb.com/title/tt0038109,7.6,43284,,USA,English,Color,"$1,696,377",,,"$19,000",Strange . . . Strange . . . Their Irresistible Love! Dark . . . Dark . . . Their Inescapable Fears !,A psychiatrist protects the identity of an amnesia patient accused of murder while attempting to recover his memory.,"https://m.media-amazon.com/images/M/MV5BMjE0ZjdmNjQtNWE0MC00MjVjLTg1MDItYzc5YTE1NGFkNjUzXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0038355,movie,The Big Sleep,The Big Sleep,0,1946,,114.0,"Crime,Film-Noir,Mystery",Crime,Film-Noir,Mystery,https://www.imdb.com/title/tt0038355,7.9,78529,,USA,English,Black and White,"$250,000",,,"$22,356",The Violence-Screen's All-Time Rocker-Shocker!,"Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail, and what might be love.","https://m.media-amazon.com/images/M/MV5BMjdiM2IyZmQtODJiYy00NDNkLTllYmItMmFjMDNiYTQyOGVkXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0038559,movie,Gilda,Gilda,0,1946,,110.0,"Drama,Film-Noir,Romance",Drama,Film-Noir,Romance,https://www.imdb.com/title/tt0038559,7.7,27791,,USA,English,Black and White,,,,,"""I was true to one man once... and look what happened...""",A small-time gambler hired to work in a Buenos Aires casino discovers his employer's new wife is his former lover.,"https://m.media-amazon.com/images/M/MV5BYWUxMzViZTUtNTYxNy00YjY4LWJmMjYtMzNlOThjNjhiZmZkXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0038650,movie,It's a Wonderful Life,It's a Wonderful Life,0,1946,,130.0,"Drama,Family,Fantasy",Drama,Family,Fantasy,https://www.imdb.com/title/tt0038650,8.6,402576,89,USA,English,Black and White,"$3,180,000","$44,000,","$44,000","$6,184,298",Wonderful!  Wonderful!  Wonderful!  How could it be anything else?,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,"https://m.media-amazon.com/images/M/MV5BZjc4NDZhZWMtNGEzYS00ZWU2LThlM2ItNTA0YzQ0OTExMTE2XkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0038787,movie,Notorious,Notorious,0,1946,,102.0,"Drama,Film-Noir,Romance",Drama,Film-Noir,Romance,https://www.imdb.com/title/tt0038787,7.9,91912,100,USA,English,Black and White,"$2,000,000",,,"$113,061",Deep their love! Great the risk!,A woman is asked to spy on a group of Nazi friends in South America. How far will she have to go to ingratiate herself with them?,"https://m.media-amazon.com/images/M/MV5BYTc1NGViOTMtNjZhNS00OGY2LWI4MmItOWQwNTY4MDMzNWI3L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0039628,movie,Miracle on 34th Street,Miracle on 34th Street,0,1947,,96.0,"Comedy,Drama,Family",Comedy,Drama,Family,https://www.imdb.com/title/tt0039628,7.9,41367,88,USA,English,Black and White,,,,$527,Capture the spirit of Christmas with this timeless classic!,"When a nice old man who claims to be Santa Claus is institutionalized as insane, a young lawyer decides to defend him by arguing in court that he is the real thing.","https://m.media-amazon.com/images/M/MV5BNjRkOGEwYTUtY2E5Yy00ODg4LTk2ZWItY2IyMzUxOGVhMTM1XkEyXkFqcGdeQXVyNDk0MDg4NDk@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0039689,movie,Out of the Past,Out of the Past,0,1947,,97.0,"Crime,Drama,Film-Noir",Crime,Drama,Film-Noir,https://www.imdb.com/title/tt0039689,8.0,32566,,USA,English,Black and White,,,,,A guy without a fortune! A girl with too much past!,"A private eye escapes his past to run a gas station in a small town, but his past catches up with him. Now he must return to the big city world of danger, corruption, double crosses and duplicitous dames.","https://m.media-amazon.com/images/M/MV5BMDE0MjYxYmMtM2VhMC00MjhiLTg5NjItMDkzZGM5MGVlYjMxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0040506,movie,Key Largo,Key Largo,0,1948,,100.0,"Action,Crime,Drama",Action,Crime,Drama,https://www.imdb.com/title/tt0040506,7.8,36863,,USA,English,Black and White,,,"$7,017,420","$9,524,420",TROPICAL FURY! (original ad - all caps),"A man visits his war buddy's family hotel and finds a gangster running things. As a hurricane approaches, the two end up confronting each other.","https://m.media-amazon.com/images/M/MV5BODI3YzNiZTUtYjEyZS00ODkwLWE2ZDUtNGJmMTNiYTc4ZTM4XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0040522,movie,Bicycle Thieves,Ladri di biciclette,0,1948,,89.0,Drama,Drama,,,https://www.imdb.com/title/tt0040522,8.3,145413,,Italy,German,Black and White,"$133,000","$25,377,","$371,111","$428,978",The Prize Picture They Want to Censor!,"In post-war Italy, a working-class man's bicycle is stolen. He and his son set out to find it.","https://m.media-amazon.com/images/M/MV5BNmI1ODdjODctMDlmMC00ZWViLWI5MzYtYzRhNDdjYmM3MzFjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY268_CR2,0,182,268_AL_.jpg"
tt0040525,movie,The Lady from Shanghai,The Lady from Shanghai,0,1947,,87.0,"Crime,Drama,Film-Noir",Crime,Drama,Film-Noir,https://www.imdb.com/title/tt0040525,7.6,26803,,USA,English,Black and White,"$2,300,000",,,,"""Do all rich women play games like this?""","Fascinated by gorgeous Mrs. Bannister, seaman Michael O'Hara joins a bizarre yachting cruise, and ends up mired in a complex murder plot.","https://m.media-amazon.com/images/M/MV5BNWZkNTYxZjQtN2IwZi00OGExLTg3ZDEtODNjMDFkN2Y5Y2NkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0040724,movie,Red River,Red River,0,1948,,133.0,"Action,Adventure,Drama",Action,Adventure,Drama,https://www.imdb.com/title/tt0040724,7.8,28016,,USA,English,Black and White,"$3,000,000",,,,Big as the men who faced this challenge! Bold as the women who loved them!,"Dunson leads a cattle drive, the culmination of over 14 years of work, to its destination in Missouri. But his tyrannical behavior along the way causes a mutiny, led by his adopted son.","https://m.media-amazon.com/images/M/MV5BNzNiOGJhMDUtZjNjMC00YmE5LTk3NjQtNGM4ZjAzOGJjZmRlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0040725,movie,The Red Shoes,The Red Shoes,0,1948,,135.0,"Drama,Music,Romance",Drama,Music,Romance,https://www.imdb.com/title/tt0040725,8.1,30735,,UK,English,Color,"GBP500,000",,,"$30,846","A Dancing, Singing, Swinging Love Tale",A young ballet dancer is torn between the man she loves and her pursuit to become a prima ballerina.,"https://m.media-amazon.com/images/M/MV5BOWRmNGEwZjUtZjEwNS00OGZmLThhMmEtZTJlMTU5MGQ3ZWUwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0040746,movie,Rope,Rope,0,1948,,80.0,"Crime,Drama,Mystery",Crime,Drama,Mystery,https://www.imdb.com/title/tt0040746,8.0,129077,73,USA,English,Color,"$1,500,000",,,"$10,433",It Begins With a Shriek... It Ends With a Shot!,Two men attempt to prove they committed the perfect crime by hosting a dinner party after strangling their former classmate to death.,"https://m.media-amazon.com/images/M/MV5BYWFjMDNlYzItY2VlMS00ZTRkLWJjYTEtYjI5NmFlMGE3MzQ2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0040897,movie,The Treasure of the Sierra Madre,The Treasure of the Sierra Madre,0,1948,,126.0,"Adventure,Drama,Western",Adventure,Drama,Western,https://www.imdb.com/title/tt0040897,8.2,113740,98,USA,English,Black and White,"$3,000,000","$144,074,","$5,014,000","$5,014,000",Warner Bros. hit a new high in high adventure... bringing another best-seller to the screen!,Two Americans searching for work in Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,"https://m.media-amazon.com/images/M/MV5BOTJlZWMxYzEtMjlkMS00ODE0LThlM2ItMDI3NGQ2YjhmMzkxXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041546,movie,Kind Hearts and Coronets,Kind Hearts and Coronets,0,1949,,106.0,"Comedy,Crime",Comedy,Crime,,https://www.imdb.com/title/tt0041546,8.0,34341,,UK,English,Black and White,,"$8,004,","$35,948","$145,583",He chopped down the family tree...,A distant poor relative of the Duke D'Ascoyne plots to inherit the title by murdering the eight other heirs who stand ahead of him in the line of succession.,"https://m.media-amazon.com/images/M/MV5BZjc1Yzc0ZmItMzU1OS00OWVlLThmYTctMWNlYmFlMjkxMzc0XkEyXkFqcGdeQXVyNTA1NjYyMDk@._V1_UY268_CR87,0,182,268_AL_.jpg"
tt0041959,movie,The Third Man,The Third Man,0,1949,,104.0,"Film-Noir,Mystery,Thriller",Film-Noir,Mystery,Thriller,https://www.imdb.com/title/tt0041959,8.1,157957,97,UK,English,Black and White,,"$13,576,","$1,067,364","$1,226,098",He'll have you in a dither with his zither! (from reissue print),"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.","https://m.media-amazon.com/images/M/MV5BYjE2OTdhMWUtOGJlMy00ZDViLWIzZjgtYjZkZGZmMDZjYmEyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg"
